order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
240,ORD-20230305-00240,55,2023-03-05,pendiente,798.32,12,170,167.65,1040.17,cash_on_delivery,standard,2,Nota del cliente: Dejar en portería
241,ORD-20251116-00241,178,2025-11-16,pendiente,2454.05,15,180,515.35,2781.29,credit_card,pickup,,
242,ORD-20250201-00242,136,2025-02-01,entregado,4579.93,11,40,961.79,5077.93,bank_transfer,standard,,
243,ORD-20240505-00243,79,2024-05-05,entregado,3074.96,1,170,645.74,3859.95,paypal,pickup,,
244,ORD-20240614-00244,133,2024-06-14,enviado,1507.37,1,80,316.55,1888.85,cash_on_delivery,express,,
245,ORD-20230221-00245,292,2023-02-21,pendiente,1077.16,13,90,226.2,1253.33,debit_card,standard,2,
246,ORD-20230802-00246,15,2023-08-02,pendiente,1213.49,3,280,254.83,1711.92,debit_card,pickup,,
247,ORD-20230809-00247,115,2023-08-09,cancelado,381.12,5,80,80.04,522.1,credit_card,same_day,,
248,ORD-20240321-00248,8,2024-03-21,procesando,3455.32,12,130,725.62,3896.3,bank_transfer,express,,Nota del cliente: Entregar por la tarde
249,ORD-20250830-00249,254,2025-08-30,entregado,3364.78,3,320,706.6,4290.44,credit_card,same_day,2,
250,ORD-20230508-00250,156,2023-05-08,pendiente,255.76,20,170,53.71,428.32,debit_card,standard,,
251,ORD-20231005-00251,333,2023-10-05,procesando,1150.12,4,500,241.53,1845.65,cash_on_delivery,same_day,,
252,ORD-20240202-00252,273,2024-02-02,cancelado,380.38,1,40,79.88,496.46,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
253,ORD-20250617-00253,258,2025-06-17,procesando,320.58,17,80,67.32,413.4,bank_transfer,express,5,
254,ORD-20230613-00254,67,2023-06-13,enviado,4306.43,3,40,904.35,5121.59,credit_card,express,,
255,ORD-20241209-00255,156,2024-12-09,procesando,4793.98,19,70,1006.74,4959.86,paypal,same_day,,
256,ORD-20231104-00256,260,2023-11-04,procesando,5945.56,1,100,1248.57,7234.67,debit_card,express,,
257,ORD-20230118-00257,73,2023-01-18,enviado,369.83,19,80,77.66,457.22,paypal,standard,,
258,ORD-20231005-00258,251,2023-10-05,pendiente,3166.93,2,260,665.06,4028.65,debit_card,express,,
259,ORD-20230627-00259,78,2023-06-27,entregado,1740.4,14,130,365.48,1992.22,debit_card,express,,
260,ORD-20250903-00260,208,2025-09-03,enviado,3387.47,17,40,711.37,3562.97,paypal,express,8,
261,ORD-20241105-00261,67,2024-11-05,pendiente,2095.49,20,330,440.05,2446.44,paypal,standard,,
262,ORD-20230625-00262,41,2023-06-25,procesando,1906.32,14,170,400.33,2209.77,cash_on_delivery,same_day,,
263,ORD-20240216-00263,192,2024-02-16,enviado,481.42,8,150,101.1,694.01,debit_card,express,,
264,ORD-20241201-00264,50,2024-12-01,cancelado,4306.96,10,370,904.46,5150.72,cash_on_delivery,pickup,,
265,ORD-20231229-00265,88,2023-12-29,entregado,1532.38,8,260,321.8,1991.59,cash_on_delivery,pickup,,
266,ORD-20251023-00266,176,2025-10-23,procesando,3755.82,17,60,788.72,3966.05,cash_on_delivery,same_day,,
267,ORD-20231002-00267,93,2023-10-02,entregado,762.24,7,190,160.07,1058.95,cash_on_delivery,pickup,5,
268,ORD-20230325-00268,120,2023-03-25,cancelado,363.9,2,0,76.42,433.04,debit_card,standard,7,Nota del cliente: Dejar en portería
269,ORD-20231028-00269,79,2023-10-28,entregado,1869.39,2,360,392.57,2584.57,debit_card,express,,
270,ORD-20241129-00270,314,2024-11-29,cancelado,2376.25,1,450,499.01,3301.5,bank_transfer,standard,6,
271,ORD-20240921-00271,35,2024-09-21,procesando,5317.95,10,90,1116.77,5992.93,debit_card,standard,,
272,ORD-20240422-00272,208,2024-04-22,cancelado,2573.9,2,360,540.52,3422.94,debit_card,same_day,,
273,ORD-20230928-00273,212,2023-09-28,pendiente,1214.28,3,230,255,1662.85,credit_card,standard,,Nota del cliente: Llamar antes
274,ORD-20240705-00274,149,2024-07-05,procesando,2617.86,17,190,549.75,2912.57,credit_card,pickup,,
275,ORD-20240806-00275,95,2024-08-06,procesando,1255.88,1,0,263.73,1507.05,credit_card,pickup,6,
276,ORD-20250214-00276,31,2025-02-14,pendiente,1430.68,6,330,300.44,1975.28,paypal,same_day,,
277,ORD-20231211-00277,64,2023-12-11,procesando,253.83,14,270,53.3,541.59,bank_transfer,express,8,
278,ORD-20230208-00278,328,2023-02-08,enviado,937.81,7,40,196.94,1109.1,bank_transfer,same_day,,Nota del cliente: Entregar por la tarde
279,ORD-20250222-00279,185,2025-02-22,pendiente,3375.68,11,470,708.89,4183.25,cash_on_delivery,standard,,
280,ORD-20251202-00280,316,2025-12-02,cancelado,1469.29,15,70,308.55,1627.45,cash_on_delivery,same_day,,
281,ORD-20250204-00281,48,2025-02-04,pendiente,3418.81,14,440,717.95,4098.13,cash_on_delivery,pickup,8,
282,ORD-20250403-00282,271,2025-04-03,cancelado,2798.75,19,150,587.74,3004.73,credit_card,standard,,
283,ORD-20240914-00283,246,2024-09-14,enviado,7415.16,17,500,1557.18,8211.76,debit_card,same_day,,
284,ORD-20251203-00284,246,2025-12-03,enviado,1569.85,6,180,329.67,1985.33,paypal,same_day,,
285,ORD-20230211-00285,41,2023-02-11,cancelado,1139.6,13,470,239.32,1700.77,paypal,standard,,
286,ORD-20250906-00286,46,2025-09-06,entregado,994.27,19,210,208.8,1224.16,credit_card,same_day,,
287,ORD-20240111-00287,244,2024-01-11,entregado,2244.47,10,440,471.34,2931.36,cash_on_delivery,standard,,
288,ORD-20230209-00288,304,2023-02-09,entregado,2623.77,2,80,550.99,3202.28,debit_card,pickup,6,
289,ORD-20250517-00289,137,2025-05-17,procesando,4350.33,8,50,913.57,4965.87,bank_transfer,pickup,,
290,ORD-20240823-00290,87,2024-08-23,enviado,443.9,19,160,93.22,612.78,bank_transfer,same_day,8,Nota del cliente: Envolver para regalo
291,ORD-20251121-00291,115,2025-11-21,entregado,5685.29,1,340,1193.91,7162.35,credit_card,express,,
292,ORD-20250819-00292,328,2025-08-19,pendiente,2140.22,8,190,449.45,2608.45,bank_transfer,same_day,,
293,ORD-20250313-00293,41,2025-03-13,entregado,3599.63,3,40,755.92,4287.56,paypal,express,4,
294,ORD-20240626-00294,119,2024-06-26,procesando,2221.15,1,460,466.44,3125.38,debit_card,same_day,,
295,ORD-20250306-00295,130,2025-03-06,procesando,3844.96,19,350,807.44,4271.86,bank_transfer,standard,,
296,ORD-20240723-00296,97,2024-07-23,enviado,2815.45,2,280,591.24,3630.38,debit_card,pickup,,Nota del cliente: Envolver para regalo
297,ORD-20240114-00297,158,2024-01-14,cancelado,5584.3,19,500,1172.7,6195.98,credit_card,standard,,
298,ORD-20240428-00298,182,2024-04-28,entregado,141.25,16,250,29.66,398.31,cash_on_delivery,standard,,
299,ORD-20250207-00299,274,2025-02-07,pendiente,1262.13,19,30,265.05,1317.38,bank_transfer,express,,
300,ORD-20250217-00300,64,2025-02-17,enviado,41.28,1,280,8.67,329.54,debit_card,pickup,,
301,ORD-20251030-00301,217,2025-10-30,pendiente,3300.98,7,320,693.21,4083.12,credit_card,same_day,7,
302,ORD-20230918-00302,315,2023-09-18,cancelado,2618.74,13,130,549.94,2958.24,paypal,pickup,,
303,ORD-20231002-00303,320,2023-10-02,procesando,2390.94,12,480,502.1,3086.13,debit_card,standard,5,
304,ORD-20240412-00304,256,2024-04-12,entregado,1433.84,4,200,301.11,1877.6,credit_card,express,8,
305,ORD-20230827-00305,143,2023-08-27,pendiente,1143.52,16,390,240.14,1590.7,bank_transfer,pickup,,
306,ORD-20241216-00306,126,2024-12-16,pendiente,3831.41,15,420,804.6,4481.3,debit_card,express,,
307,ORD-20250908-00307,75,2025-09-08,entregado,1099.84,6,360,230.97,1624.82,cash_on_delivery,express,,
308,ORD-20241106-00308,188,2024-11-06,pendiente,1653.1,5,320,347.15,2237.6,paypal,pickup,,
309,ORD-20230516-00309,132,2023-05-16,entregado,3158.83,16,180,663.35,3496.77,bank_transfer,standard,,Nota del cliente: Entregar por la tarde
310,ORD-20250528-00310,108,2025-05-28,cancelado,3052.59,16,170,641.04,3375.22,paypal,pickup,,
311,ORD-20240208-00311,102,2024-02-08,enviado,3438.6,11,20,722.11,3802.46,bank_transfer,pickup,,
312,ORD-20241121-00312,289,2024-11-21,enviado,1173.86,9,70,246.51,1384.72,paypal,pickup,,
313,ORD-20230914-00313,276,2023-09-14,entregado,448.78,17,380,94.24,846.73,debit_card,same_day,,
314,ORD-20250123-00314,330,2025-01-23,cancelado,2271.07,13,390,476.92,2842.75,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
315,ORD-20230721-00315,290,2023-07-21,pendiente,797.66,20,170,167.51,975.64,debit_card,express,4,Nota del cliente: Dejar en portería
316,ORD-20230417-00316,61,2023-04-17,enviado,1818.68,16,220,381.92,2129.61,credit_card,standard,,
317,ORD-20231111-00317,144,2023-11-11,cancelado,689.17,5,60,144.73,859.44,bank_transfer,standard,,Nota del cliente: Entregar por la tarde
318,ORD-20241130-00318,99,2024-11-30,entregado,2715.49,10,360,570.25,3374.19,credit_card,pickup,,
319,ORD-20251109-00319,71,2025-11-09,enviado,3881.48,16,80,815.11,4155.55,paypal,express,,
320,ORD-20240508-00320,92,2024-05-08,entregado,981.62,5,450,206.14,1588.68,bank_transfer,same_day,,
321,ORD-20230309-00321,5,2023-03-09,procesando,1626.82,4,70,341.63,1973.38,credit_card,same_day,2,
322,ORD-20241228-00322,169,2024-12-28,procesando,3014.72,4,480,633.09,4007.22,paypal,standard,,
323,ORD-20240817-00323,274,2024-08-17,cancelado,1171.33,19,490,245.98,1684.76,bank_transfer,standard,,
324,ORD-20250213-00324,177,2025-02-13,entregado,59.31,9,150,12.46,216.43,paypal,express,,
325,ORD-20230628-00325,20,2023-06-28,procesando,835.38,10,130,175.43,1057.27,paypal,same_day,,Nota del cliente: Llamar antes
326,ORD-20230523-00326,134,2023-05-23,pendiente,1284.33,10,10,269.71,1435.61,paypal,express,,
327,ORD-20231201-00327,97,2023-12-01,procesando,223.94,18,370,47.03,600.66,debit_card,same_day,,
328,ORD-20241111-00328,147,2024-11-11,procesando,521.05,1,170,109.42,795.26,credit_card,pickup,6,Nota del cliente: Entregar por la tarde
329,ORD-20231102-00329,109,2023-11-02,cancelado,1258.33,6,150,264.25,1597.08,credit_card,same_day,,Nota del cliente: Envolver para regalo
330,ORD-20250920-00330,180,2025-09-20,pendiente,2956.78,11,280,620.92,3532.45,debit_card,pickup,,
331,ORD-20250221-00331,265,2025-02-21,entregado,92.76,18,370,19.48,465.54,bank_transfer,same_day,,
332,ORD-20250111-00332,219,2025-01-11,entregado,1818.97,1,260,381.98,2442.76,paypal,express,,
333,ORD-20230927-00333,267,2023-09-27,cancelado,1706.99,7,0,358.47,1945.97,credit_card,standard,,
334,ORD-20231015-00334,9,2023-10-15,entregado,1691.98,4,430,355.32,2409.62,debit_card,same_day,,Nota del cliente: Envolver para regalo
335,ORD-20230901-00335,130,2023-09-01,pendiente,2283.16,17,300,479.46,2674.48,debit_card,express,,
336,ORD-20241005-00336,139,2024-10-05,cancelado,4073.72,4,400,855.48,5166.25,credit_card,pickup,,
337,ORD-20240304-00337,252,2024-03-04,entregado,2815.11,7,80,591.17,3289.22,debit_card,express,,
338,ORD-20240430-00338,89,2024-04-30,entregado,75.75,14,360,15.91,441.06,bank_transfer,pickup,,Nota del cliente: Dejar en portería
339,ORD-20241225-00339,298,2024-12-25,pendiente,779.85,4,430,163.77,1342.43,cash_on_delivery,standard,7,
340,ORD-20250401-00340,143,2025-04-01,entregado,1753.39,0,150,368.21,2271.6,bank_transfer,same_day,,
341,ORD-20241212-00341,253,2024-12-12,procesando,394.65,17,50,82.88,460.44,cash_on_delivery,express,,
342,ORD-20250909-00342,312,2025-09-09,enviado,1541.19,20,130,323.65,1686.6,bank_transfer,express,,
343,ORD-20240508-00343,168,2024-05-08,entregado,1013.02,10,30,212.73,1154.45,debit_card,express,,
344,ORD-20250516-00344,170,2025-05-16,enviado,229.55,1,380,48.21,655.46,paypal,pickup,,
345,ORD-20231102-00345,89,2023-11-02,enviado,3802.07,1,470,798.43,5032.48,debit_card,same_day,,Nota del cliente: Envolver para regalo
346,ORD-20231116-00346,103,2023-11-16,enviado,2164.82,13,320,454.61,2658,bank_transfer,express,,
347,ORD-20240320-00347,260,2024-03-20,pendiente,3348.95,7,300,703.28,4117.8,debit_card,express,4,
348,ORD-20230126-00348,217,2023-01-26,cancelado,4469.69,3,170,938.63,5444.23,bank_transfer,pickup,,
349,ORD-20230517-00349,233,2023-05-17,cancelado,2665.4,7,410,559.73,3448.55,bank_transfer,express,,
350,ORD-20240921-00350,106,2024-09-21,procesando,1249.32,3,330,262.36,1804.2,paypal,express,,Nota del cliente: Entregar por la tarde
351,ORD-20240421-00351,26,2024-04-21,cancelado,6118.41,14,150,1284.87,6696.7,credit_card,express,,
352,ORD-20251105-00352,263,2025-11-05,cancelado,3999.61,0,210,839.92,5049.53,paypal,pickup,,
353,ORD-20250619-00353,65,2025-06-19,procesando,2467.44,9,140,518.16,2903.53,bank_transfer,pickup,,Nota del cliente: Llamar antes
354,ORD-20250330-00354,139,2025-03-30,entregado,2922.94,15,240,613.82,3338.32,cash_on_delivery,standard,,Nota del cliente: Entregar por la tarde
355,ORD-20250214-00355,20,2025-02-14,enviado,3237.25,17,190,679.82,3556.74,bank_transfer,pickup,,
356,ORD-20230622-00356,20,2023-06-22,cancelado,2013.93,20,330,422.93,2364.07,paypal,same_day,,
357,ORD-20240109-00357,187,2024-01-09,enviado,482.4,7,310,101.3,859.93,credit_card,same_day,,Nota del cliente: Llamar antes
358,ORD-20231217-00358,297,2023-12-17,cancelado,2890.36,3,20,606.98,3430.63,credit_card,standard,,Nota del cliente: Llamar antes
359,ORD-20250810-00359,61,2025-08-10,pendiente,2939.29,15,0,617.25,3115.65,cash_on_delivery,express,,
360,ORD-20240126-00360,253,2024-01-26,procesando,1012.87,12,390,212.7,1494.03,cash_on_delivery,pickup,,
361,ORD-20230428-00361,272,2023-04-28,pendiente,2791.52,16,340,586.22,3271.1,debit_card,express,,
362,ORD-20250818-00362,253,2025-08-18,entregado,3717.51,17,310,780.68,4176.21,cash_on_delivery,pickup,,
363,ORD-20230121-00363,156,2023-01-21,entregado,295.16,12,150,61.98,471.72,cash_on_delivery,pickup,3,
364,ORD-20240130-00364,118,2024-01-30,cancelado,4208.29,17,300,883.74,4676.62,paypal,express,,
365,ORD-20251208-00365,249,2025-12-08,cancelado,726.45,9,20,152.55,833.62,bank_transfer,pickup,,
366,ORD-20240812-00366,29,2024-08-12,cancelado,2421.15,7,410,508.44,3170.11,debit_card,same_day,,
367,ORD-20230417-00367,263,2023-04-17,procesando,201.56,15,150,42.33,363.66,credit_card,same_day,6,
368,ORD-20241222-00368,29,2024-12-22,cancelado,1766.64,3,70,370.99,2154.63,debit_card,pickup,,Nota del cliente: Dejar en portería
369,ORD-20250608-00369,85,2025-06-08,cancelado,1246.64,8,500,261.79,1908.7,bank_transfer,express,,
370,ORD-20231212-00370,42,2023-12-12,cancelado,2087.93,12,290,438.47,2565.85,credit_card,same_day,,
371,ORD-20240302-00371,222,2024-03-02,procesando,2472.34,11,460,519.19,3179.57,credit_card,pickup,6,
372,ORD-20230417-00372,17,2023-04-17,enviado,1671.72,14,20,351.06,1808.74,paypal,standard,,
373,ORD-20250826-00373,61,2025-08-26,procesando,3218.38,10,280,675.86,3852.4,cash_on_delivery,standard,8,
374,ORD-20230922-00374,91,2023-09-22,procesando,2943.34,16,360,618.1,3450.51,credit_card,pickup,,
375,ORD-20251011-00375,256,2025-10-11,procesando,4117.44,16,40,864.66,4363.31,cash_on_delivery,express,,
376,ORD-20250711-00376,222,2025-07-11,pendiente,1672.53,19,440,351.23,2145.98,debit_card,standard,,
377,ORD-20250324-00377,114,2025-03-24,cancelado,2106.39,4,320,442.34,2784.47,debit_card,same_day,,
378,ORD-20230103-00378,239,2023-01-03,procesando,4639.93,15,60,974.39,4978.33,debit_card,same_day,,
379,ORD-20240911-00379,234,2024-09-11,pendiente,2488.58,17,10,522.6,2598.12,cash_on_delivery,express,,
380,ORD-20241220-00380,51,2024-12-20,enviado,1078.65,18,320,226.52,1431.01,debit_card,same_day,,
381,ORD-20240418-00381,171,2024-04-18,enviado,1528.23,17,30,320.93,1619.36,debit_card,express,1,
382,ORD-20241104-00382,211,2024-11-04,cancelado,3917.08,0,60,822.59,4799.67,paypal,standard,,
383,ORD-20240108-00383,272,2024-01-08,cancelado,573.99,16,490,120.54,1092.69,credit_card,standard,10,Nota del cliente: Entregar por la tarde
384,ORD-20251107-00384,277,2025-11-07,procesando,3167.41,19,260,665.16,3490.76,paypal,standard,4,
385,ORD-20240526-00385,68,2024-05-26,procesando,4202.09,13,500,882.44,5038.26,debit_card,standard,,Nota del cliente: Entregar por la tarde
386,ORD-20240414-00386,75,2024-04-14,pendiente,2563.97,20,220,538.43,2809.61,cash_on_delivery,express,,
387,ORD-20240402-00387,40,2024-04-02,enviado,1092.25,3,120,229.37,1408.85,debit_card,pickup,,Nota del cliente: Llamar antes
388,ORD-20230204-00388,167,2023-02-04,pendiente,1785.96,17,20,375.05,1877.4,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
389,ORD-20230317-00389,28,2023-03-17,cancelado,1367.89,11,20,287.26,1524.68,cash_on_delivery,standard,,Nota del cliente: Entregar por la tarde
390,ORD-20230112-00390,186,2023-01-12,entregado,2420.25,20,450,508.25,2894.45,cash_on_delivery,express,,
391,ORD-20251118-00391,270,2025-11-18,pendiente,836.99,15,140,175.77,1027.21,bank_transfer,standard,,
392,ORD-20251102-00392,287,2025-11-02,entregado,3420.84,4,0,718.38,4002.39,paypal,pickup,8,
393,ORD-20230806-00393,154,2023-08-06,entregado,1984.87,11,130,416.82,2313.35,paypal,standard,,
394,ORD-20250714-00394,75,2025-07-14,cancelado,2386.8,12,430,501.23,3031.61,paypal,standard,,
395,ORD-20250226-00395,174,2025-02-26,enviado,435,3,350,91.35,863.3,bank_transfer,express,3,
396,ORD-20250621-00396,287,2025-06-21,entregado,4073.12,8,140,855.36,4742.63,credit_card,express,,Nota del cliente: Envolver para regalo
397,ORD-20240318-00397,36,2024-03-18,cancelado,2793.87,2,380,586.71,3704.7,credit_card,standard,,
398,ORD-20240225-00398,41,2024-02-25,enviado,1022.58,7,200,214.74,1365.74,debit_card,same_day,,
399,ORD-20250529-00399,36,2025-05-29,entregado,3786.89,18,290,795.25,4190.5,cash_on_delivery,express,,
400,ORD-20230105-00400,253,2023-01-05,cancelado,2672.94,1,30,561.32,3237.53,paypal,same_day,,Nota del cliente: Entregar por la tarde
401,ORD-20240127-00401,222,2024-01-27,enviado,264.05,12,180,55.45,467.81,debit_card,express,,
402,ORD-20231215-00402,257,2023-12-15,entregado,3566.44,3,460,748.95,4668.4,credit_card,standard,,
403,ORD-20230709-00403,192,2023-07-09,pendiente,1218.27,10,90,255.84,1442.28,debit_card,same_day,,Nota del cliente: Llamar antes
404,ORD-20241018-00404,261,2024-10-18,cancelado,50.31,0,300,10.57,360.88,paypal,express,,
405,ORD-20230809-00405,71,2023-08-09,cancelado,394.39,17,420,82.82,830.16,credit_card,pickup,,
406,ORD-20241110-00406,156,2024-11-10,procesando,545.83,1,490,114.62,1144.99,cash_on_delivery,pickup,4,Nota del cliente: Llamar antes
407,ORD-20230617-00407,76,2023-06-17,entregado,3562.93,16,270,748.22,4011.08,cash_on_delivery,standard,,
408,ORD-20250214-00408,98,2025-02-14,entregado,1516.33,2,60,318.43,1864.43,bank_transfer,express,1,
409,ORD-20250321-00409,197,2025-03-21,procesando,1026.28,17,340,215.52,1407.33,credit_card,standard,,Nota del cliente: Dejar en portería
410,ORD-20250304-00410,41,2025-03-04,pendiente,1389.92,10,190,291.88,1732.81,bank_transfer,standard,,
411,ORD-20240525-00411,276,2024-05-25,pendiente,1994.15,11,10,418.77,2203.56,paypal,same_day,,
412,ORD-20231019-00412,122,2023-10-19,procesando,1166.51,16,340,244.97,1564.84,bank_transfer,pickup,8,
413,ORD-20240222-00413,74,2024-02-22,procesando,1800.84,3,290,378.18,2414.99,paypal,standard,10,
414,ORD-20240317-00414,9,2024-03-17,procesando,4256.29,0,310,893.82,5460.11,bank_transfer,same_day,,
415,ORD-20250906-00415,95,2025-09-06,enviado,409.02,4,280,85.89,758.55,cash_on_delivery,express,,
416,ORD-20240329-00416,125,2024-03-29,entregado,698.21,16,30,146.62,763.12,credit_card,standard,,
417,ORD-20231118-00417,333,2023-11-18,procesando,722.13,1,320,151.65,1186.56,cash_on_delivery,express,,
418,ORD-20240820-00418,3,2024-08-20,procesando,4620.53,7,390,970.31,5657.4,credit_card,express,,
419,ORD-20250110-00419,297,2025-01-10,entregado,1812.92,8,370,380.71,2418.6,paypal,same_day,,Nota del cliente: Llamar antes
420,ORD-20240331-00420,224,2024-03-31,procesando,3347.73,14,0,703.02,3582.07,debit_card,pickup,,
421,ORD-20251003-00421,222,2025-10-03,enviado,1432.08,2,430,300.74,2134.18,credit_card,standard,6,
422,ORD-20230508-00422,156,2023-05-08,enviado,1468.38,3,480,308.36,2212.69,debit_card,same_day,5,
423,ORD-20250428-00423,194,2025-04-28,entregado,684.79,14,340,143.81,1072.73,cash_on_delivery,express,,
424,ORD-20230416-00424,282,2023-04-16,cancelado,4050.14,16,70,850.53,4322.65,credit_card,pickup,,
425,ORD-20230507-00425,307,2023-05-07,entregado,3772.27,14,40,792.18,4076.33,credit_card,pickup,,Nota del cliente: Entregar por la tarde
426,ORD-20240328-00426,65,2024-03-28,procesando,2404.25,7,80,504.89,2820.84,paypal,express,,Nota del cliente: Envolver para regalo
427,ORD-20230407-00427,61,2023-04-07,pendiente,2128.45,15,440,446.97,2696.15,debit_card,pickup,,
428,ORD-20230809-00428,281,2023-08-09,entregado,756.7,6,340,158.91,1210.21,credit_card,pickup,,
429,ORD-20230924-00429,323,2023-09-24,procesando,2844.9,13,200,597.43,3272.49,paypal,express,6,
430,ORD-20230320-00430,88,2023-03-20,procesando,171.64,0,270,36.04,477.68,cash_on_delivery,standard,,
431,ORD-20230603-00431,253,2023-06-03,procesando,1451.31,1,150,304.78,1891.58,bank_transfer,express,,Nota del cliente: Envolver para regalo
432,ORD-20241226-00432,301,2024-12-26,pendiente,75.75,9,480,15.91,564.84,bank_transfer,same_day,,
433,ORD-20230202-00433,104,2023-02-02,cancelado,6787.09,3,480,1425.29,8488.77,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
434,ORD-20230319-00434,290,2023-03-19,pendiente,1800.1,14,50,378.02,1976.11,debit_card,standard,,
435,ORD-20240106-00435,45,2024-01-06,entregado,3114.04,9,120,653.95,3607.73,bank_transfer,express,,
436,ORD-20241112-00436,228,2024-11-12,entregado,2677.6,6,240,562.3,3319.24,bank_transfer,standard,,
437,ORD-20250924-00437,246,2025-09-24,pendiente,4920.83,3,220,1033.37,6026.58,cash_on_delivery,same_day,,
438,ORD-20241117-00438,206,2024-11-17,entregado,1115.59,12,50,234.27,1265.99,credit_card,pickup,,
439,ORD-20230505-00439,152,2023-05-05,entregado,51.24,2,460,10.76,520.98,paypal,pickup,,
440,ORD-20230503-00440,5,2023-05-03,cancelado,1571.7,10,370,330.06,2114.59,paypal,standard,,
441,ORD-20230125-00441,334,2023-01-25,cancelado,3404.71,13,240,714.99,3917.09,debit_card,standard,,
442,ORD-20240708-00442,115,2024-07-08,enviado,1364.35,4,40,286.51,1636.29,debit_card,express,,
443,ORD-20231125-00443,269,2023-11-25,cancelado,4468.16,18,380,938.31,4982.2,paypal,standard,,Nota del cliente: Dejar en portería
444,ORD-20230722-00444,53,2023-07-22,procesando,4585.65,18,460,962.99,5183.22,debit_card,same_day,,
445,ORD-20250804-00445,30,2025-08-04,pendiente,237.85,20,80,49.95,320.23,cash_on_delivery,same_day,,Nota del cliente: Dejar en portería
446,ORD-20230203-00446,122,2023-02-03,procesando,3987.7,17,480,837.42,4627.21,bank_transfer,pickup,1,
447,ORD-20250816-00447,232,2025-08-16,entregado,2958.56,9,180,621.3,3493.59,bank_transfer,express,5,
448,ORD-20250409-00448,34,2025-04-09,entregado,5147.26,13,290,1080.92,5849.04,cash_on_delivery,express,8,
449,ORD-20230221-00449,110,2023-02-21,pendiente,2224.87,14,170,467.22,2550.61,paypal,same_day,,
450,ORD-20250513-00450,17,2025-05-13,entregado,5613.13,5,430,1178.76,6941.23,paypal,same_day,,
451,ORD-20251007-00451,306,2025-10-07,enviado,4315.76,2,50,906.31,5185.75,paypal,pickup,,
452,ORD-20250114-00452,53,2025-01-14,entregado,2130.05,16,150,447.31,2386.55,cash_on_delivery,same_day,,
453,ORD-20250510-00453,274,2025-05-10,procesando,39.54,11,490,8.3,533.49,debit_card,standard,,
454,ORD-20240625-00454,60,2024-06-25,pendiente,4237.62,17,250,889.9,4657.12,cash_on_delivery,standard,,
455,ORD-20230905-00455,268,2023-09-05,pendiente,2340.62,6,130,491.53,2821.71,bank_transfer,same_day,,
456,ORD-20240320-00456,82,2024-03-20,pendiente,1826.85,13,190,383.64,2163,credit_card,express,,
457,ORD-20230806-00457,123,2023-08-06,entregado,2195.16,19,190,460.98,2429.06,debit_card,pickup,,
458,ORD-20250211-00458,329,2025-02-11,cancelado,1253.68,17,310,263.27,1613.82,bank_transfer,standard,,
459,ORD-20250106-00459,257,2025-01-06,cancelado,1592.36,15,390,334.4,2077.91,bank_transfer,standard,,Nota del cliente: Entregar por la tarde
460,ORD-20250307-00460,288,2025-03-07,enviado,722.13,4,130,151.65,974.89,cash_on_delivery,standard,,
461,ORD-20230609-00461,312,2023-06-09,cancelado,386.22,16,380,81.11,785.53,debit_card,same_day,,
462,ORD-20230312-00462,66,2023-03-12,enviado,2854.8,15,270,599.51,3296.09,debit_card,pickup,,
463,ORD-20231024-00463,300,2023-10-24,cancelado,1098.57,1,20,230.7,1338.28,paypal,express,,
464,ORD-20240313-00464,169,2024-03-13,procesando,1952.35,7,300,409.99,2525.68,cash_on_delivery,express,,Nota del cliente: Envolver para regalo
465,ORD-20240419-00465,327,2024-04-19,enviado,400.64,2,190,84.13,666.76,bank_transfer,pickup,,
466,ORD-20231023-00466,197,2023-10-23,cancelado,999.63,19,480,209.92,1499.62,cash_on_delivery,same_day,,
467,ORD-20250201-00467,287,2025-02-01,pendiente,1765.26,4,10,370.7,2075.35,debit_card,express,10,
468,ORD-20250807-00468,201,2025-08-07,pendiente,2469.81,14,260,518.66,2902.7,bank_transfer,same_day,1,
469,ORD-20240925-00469,301,2024-09-25,pendiente,2194,8,40,460.74,2519.22,cash_on_delivery,same_day,,
470,ORD-20250812-00470,175,2025-08-12,enviado,2943.54,13,350,618.14,3529.02,paypal,express,,
471,ORD-20230517-00471,258,2023-05-17,entregado,1116.1,11,350,234.38,1577.71,paypal,standard,,
472,ORD-20240930-00472,25,2024-09-30,enviado,2239.38,10,470,470.27,2955.71,paypal,express,,
473,ORD-20230108-00473,311,2023-01-08,procesando,4515.7,3,440,948.3,5768.53,bank_transfer,same_day,,
474,ORD-20240414-00474,236,2024-04-14,enviado,2140.55,0,140,449.52,2730.07,debit_card,standard,1,Nota del cliente: Entregar por la tarde
475,ORD-20240405-00475,109,2024-04-05,pendiente,3084.13,11,200,647.67,3592.55,credit_card,pickup,5,
476,ORD-20240121-00476,203,2024-01-21,enviado,3117.86,1,340,654.75,4081.43,paypal,express,,Nota del cliente: Entregar por la tarde
477,ORD-20251005-00477,334,2025-10-05,procesando,305.64,16,10,64.18,330.92,bank_transfer,pickup,2,
